E_B,P_Battery_Max,cost_ALL,cost_PV,cost_WG,cost_net
50,10,5073.374315068493,0.0,2651.3000000000006,2395.2250000000004
50,15,5069.157580479452,0.0,2660.424875,2380.7875
50,20,5065.385970890412,0.0,2669.0948750000002,2367.25
50,25,5060.649624459265,0.0,2676.800138157895,2353.7125
50,30,5055.708014870224,0.0,2684.3001381578947,2340.175
50,35,5051.16678686013,0.0,2691.302769736842,2327.53525
50,40,5048.237677271089,0.0,2696.3027697368425,2318.5102500000003
60,10,5075.9183219178085,0.0,2649.8875000000007,2394.25
60,15,5072.1890873287675,0.0,2658.524875,2380.7875
60,20,5068.4662277397265,0.0,2667.243625,2367.25
60,25,5064.636118150685,0.0,2675.855125,2353.7125
60,30,5059.745824351117,0.0,2683.4064407894743,2340.175
60,35,5054.804214762076,0.0,2690.906440789474,2326.6375
60,40,5051.875325255273,0.0,2696.519160871711,2317.0
60,45,5048.946215666232,0.0,2701.519160871711,2307.9750000000004
70,10,5078.949828767124,0.0,2647.9875000000006,2394.25
70,15,5075.070469178083,0.0,2656.775,2380.48725
70,20,5071.497734589042,0.0,2665.3436250000004,2367.25
70,25,5067.774875,0.0,2674.0623750000004,2353.7125
70,30,5063.783633832011,0.0,2682.5127434210526,2340.175
70,35,5058.842024242971,0.0,2690.0127434210526,2326.6375
70,40,5056.04053965393,0.0,2695.752868421053,2317.0
70,45,5053.412613337915,0.0,2701.054051694079,2307.9750000000004
70,50,5050.483503748873,0.0,2706.054051694079,2298.9500000000003
70,55,5050.28470524536,0.0,2707.6623609046055,2296.047001875
80,10,5081.981335616439,0.0,2646.0875000000005,2394.25
80,15,5077.520851027398,0.0,2655.456125,2379.325
80,20,5074.529241438357,0.0,2663.4436250000003,2367.25
80,25,5070.806381849316,0.0,2672.1623750000003,2353.7125
80,30,5067.083522260274,0.0,2680.8811250000003,2340.175
80,35,5062.879833723865,0.0,2689.1190460526323,2326.6375
80,40,5060.078349134824,0.0,2694.859171052632,2317.0
80,45,5057.612973920783,0.0,2700.3229054276317,2307.9750000000004
80,50,5054.949901420557,0.0,2705.5889425164473,2298.9500000000003
80,55,5053.590541831517,0.0,2708.6389425164475,2293.44475
80,60,5054.136145893792,0.0,2709.322528042763,2292.2108781250004
90,10,5084.375342465754,0.0,2644.8250000000007,2392.9750000000004
90,15,5080.552357876712,0.0,2653.556125,2379.325
90,20,5076.585748287672,0.0,2662.518625,2365.3
90,25,5073.83788869863,0.0,2670.2623750000002,2353.7125
90,30,5070.115029109589,0.0,2678.9811250000002,2340.175
90,35,5066.353169520548,0.0,2687.6608750000005,2326.6375
90,40,5064.116158615718,0.0,2693.9654736842103,2317.0
90,45,5061.650783401677,0.0,2699.4292080592104,2307.9750000000004
90,50,5059.185408187635,0.0,2704.892942434211,2298.9500000000003
90,55,5058.0569395032,0.0,2708.1738333388157,2293.44475
90,60,5057.140329914158,0.0,2710.673833338816,2288.9322500000003
90,65,5057.987586542223,0.0,2710.9826951809214,2288.374754375
90,70,5059.083476953182,0.0,2710.9826951809214,2288.374754375
100,10,5085.506849315069,0.0,2644.8250000000007,2389.175
100,15,5083.583864726028,0.0,2651.656125,2379.325
100,20,5079.617255136987,0.0,2660.6186250000005,2365.3
100,25,5076.506770547945,0.0,2668.7250000000004,2352.98725
100,30,5073.146535958904,0.0,2677.0811250000006,2340.175
100,35,5069.423676369864,0.0,2685.7998750000006,2326.6375
